Disease,text
Malaria,"I've been experiencing intense itching, chills, vomiting, and a high fever. I'm also sweating a lot and have a headache. Nausea and muscle pain have been making me feel miserable."
Malaria,"Intense scratching, chills, nausea, and a high temperature have been plaguing me. I also have a headache and am perspiring a lot. I've been terrible with nausea and soreness in my muscles."
Malaria,"Along with a high fever, I've had chills, vomiting, and severe itching. Besides having a headache, I'm also perspiring a lot. I've been terrible with nausea and muscle ache."
Malaria,"Along with a high fever, I've had chills, vomiting, and severe itching. Along with my headache and excessive sweating, I've been feeling awful with nausea and muscle ache."
Malaria,"I've had severe itching, chills, vomiting, and a high fever. I'm also sweating excessively and have a headache. Nausea and muscle pain have also been causing me a lot of discomfort."
urinary tract infection,"Frequent urges to urinate with little output, pain during urination, cloudy or bloody urine, strong or foul-smelling urine, pelvic pain, low fever, nausea and vomiting"
urinary tract infection,"I get frequent urges to urinate at night with little output, and a lot of pain during urination. The urine is coludy and bloody and sometime foul smelling, and I get nauseous"
urinary tract infection,I get a burning sensation when I pee. Sometimes a lot of pain and foul smelling urine. I have been getting more urges to urinate at night
urinary tract infection,I have been getting blood in my pee. Sometimes I get nauseous while peeing. This often almost coincides with me having a high temperature
urinary tract infection,"My pee looks cloudy and has storng and foul smell. I frequently get an urge to urinate at night, and have been getting high temperatures since these symptoms strted showing"
urinary tract infection,"I have pain in my abdomen, and often get feverish. I have sudden and strong urges to pee. The pain is almost constant, and often increases at night time. My pee almost always has a foul smell"
urinary tract infection,"I have been frequently getting sudden strong urges to pee. There is blood in my pee sometimes and it is very foul smelling. I think I have an infection, what do I do?"
urinary tract infection,"I get blood in my pee sometimes and sometimes get nauseous whie peeing. I also have a bad smell in my pee and sometimes get high temperatures at nights, help me"
urinary tract infection,"I have pain in my lower abdomen, and get a buring sensation in my pee. I also have been getting low temperatures since I started to get these other symptoms. I have been weak because of this"
urinary tract infection,There is blood in my urine and I have a low fever. My head hurts almost all the time and I get very strong uncontrollable urges to pee. I have been having pain in lower back also 
urinary tract infection,I have been having low temperatures and bloody pee since some days now. My head hurts like crazy and pee also smells very foul. I have almost no control on my peeing and get very sudden urges
urinary tract infection,I have pain near my pelvic region and vomit a lot. Sometimes there is blood in my pee and there is almost a very foul smell in my urine.I sometimes get headches and have trouble sleeping due to this
urinary tract infection,"I have to constantly to go the bathroom to relieve myself, but cant seem to empty my bladder. I get these very strong and uncontrollable urges to pee and sometimes get dark or bloody pee"
urinary tract infection,I been having very low temperatues and a very foul smelling pee. The area near my kidneys hurt a lot and I cant seem to hold my pee. I often get these uncontrollable urges
urinary tract infection,"I have to go the bathroom all the time, but the urine output is very low often just a few drops. My stomach hurts a lot and and cant seem to be able to control my urges to pee"
urinary tract infection,My is pee is dark and often bloody and often has a very unfathomable smell. I have been having temperature fluctuations pretty frequently and often am not able to sleep at night because of this
urinary tract infection,I have been having pain in my bladder and have been getting 
urinary tract infection,I have been urinating with blood in it. I occasionally feel queasy when urinating. I frequently almost have a fever at the same time.
urinary tract infection,"My pee has a strong, unpleasant scent and a hazy appearance. Since these symptoms started appearing, I regularly feel the desire to urinate at night and have been experiencing high temperatures"
urinary tract infection,"My stomach hurts, and I frequently acquire a temperature. I experience sudden, intense cravings to urinate. The discomfort is virtually always there and frequently gets worse at night. My pee nearly always smells bad."
urinary tract infection,"I've been experiencing frequent, intense, abrupt cravings to urinate. Sometimes I get blood in my pee, and it smells awful. What should I do if I believe I have an infection?"
urinary tract infection,I occasionally urinate with blood in it and occasionally feel queasy while doing so. Help! I also occasionally get high temps at night and have a terrible odour coming from my pee.
urinary tract infection,"I have lower abdominal ache and a bursting sensation when I urinate. Since I began to experience these additional symptoms, I have also been experiencing low body temperatures. I've been weak as a result of this."
urinary tract infection,"I have a mild temperature and blood in my pee. My head hurts almost constantly, and I frequently experience severe, involuntary desires to urinate. Additionally, I've been experiencing lower back ache"
urinary tract infection,"Since a few days ago, I've been experiencing low temperatures and bloody urination. My head is in excruciating pain, and my urine smells awful. I can hardly control when I urinate, and the impulses come on suddenly."
urinary tract infection,"I frequently vomit and get discomfort at my pelvic area. My urine occasionally smells almost unbearably bad, and there is occasionally blood in it. Because of my headaches at times, I have problems falling asleep."
urinary tract infection,"I have to use the restroom frequently to relieve myself, but I can't seem to get my bladder empty. I occasionally get severe, uncontrolled desires to urinate, as well as black or crimson urine."
urinary tract infection,"I've been experiencing really low moods and very bad urine odour. I can't seem to keep my urine back, and the area near my kidneys hurts a lot. I frequently experience these irrational cravings."
urinary tract infection,"I have to use the restroom frequently, yet only a few drops of pee are usually produced. My stomach aches a lot, and I can't seem to control the desire to urinate."
urinary tract infection,"My urine is frequently black, red, and has a really strange odour. I have been experiencing temperature changes very regularly, which usually prevents me from sleeping at night."
urinary tract infection,Blood has been found in my urination. I sometimes have nausea when urinating. I regularly feel like I'm almost feverish.
urinary tract infection,My pee smells strongly and is cloudy in appearance. I've had high temperatures and a regular urge to urinate at night since these symptoms first materialised.
urinary tract infection,"I've been having frequent, strong, sudden urges to urinate. I occasionally urinate with blood in it, and the stench is horrible. What ought I to do if I think I'm infected?"
urinary tract infection,"On rare occasions, I pee with blood in it and have mild nausea. Help! I also occasionally experience high nighttime temperatures and a dreadful urine odour."
urinary tract infection,"My lower abdomen hurts, and when I urinate, it feels like it's exploding. I've been having low body temps ever since I started having these new symptoms. Because of this, I've been weak."
urinary tract infection,"Blood is in my pee, and I have a low body temperature. I have practically continual headaches and often strong, uncontrollable need to urinate. In addition, I've started having lower back pain."
urinary tract infection,"I've had low temps and bloody urine for the past four days. My pee smells terrible, and my head hurts like hell. I scarcely have any control over when I urinate, and the urges strike without warning."
urinary tract infection,"I regularly vomit and get pelvic pain. There is occasionally blood in my pee, and it occasionally has an absolutely intolerable odour. I occasionally have trouble falling asleep because of my migraines."
urinary tract infection,"I need to relieve myself regularly, but I can't seem to get my bladder to empty. On sometimes, I get intense, uncontrollable urges to urinate, along with dark or red urine."
urinary tract infection,"My spirits have been incredibly low, and my pee smells awful. My kidney region hurts a lot, and I can't seem to hold my urine in. I get these unreasonable urges all the time."
urinary tract infection,"I have to go to the bathroom a lot, but generally only a few drops of urine come out. I have severe stomach pains and an overwhelming want to urinate."
urinary tract infection,"My urine often has a weird odour, is crimson or black in colour, and both. My body's temperature has been fluctuating often, which typically keeps me up at night."
urinary tract infection,I noticed blood in my urinating. I occasionally feel sick after urinating. I frequently feel as though I have a fever.
urinary tract infection,"My pee has a strong odour and a hazy look. Since these symptoms started, I've had high temperatures and frequent nighttime urges to urinate."
urinary tract infection,I occasionally urinate with blood in it and feel a little queasy. Help! I also occasionally get horrible pee odours and excessive overnight temps.
urinary tract infection,"My lower abdomen aches, and it feels like it may explode when I urinate. Since I began experiencing these new symptoms, my body temperature has been consistently low. That's why I've been weak."
urinary tract infection,"In the last four days, I've experienced low temperatures and blood in my pee. My head hurts so much and my urine smells awful. The desires to urinate seldom come on cue, and I hardly ever have any control over when they do."
urinary tract infection,"My pee frequently has an odd smell and is either red or black, or both. The frequent changes in my body temperature usually keep me awake at night."
urinary tract infection,My pee smells strongly and seems cloudy. I've had fevers and frequent overnight urination needs ever since these symptoms began.
urinary tract infection,"I've had low temps and blood in my urine for the past three days. My pee smells terrible, and my head hurts so much. Urinary urges seldom occur on cue, and I almost never have any control over when they do."
allergy,"I have a runny nose and I am sneezing all the time. My eyes are itchy and often watery, and I am coughing all the time. My head hurts and all the time"
allergy,I have sore throat and I am sneezing all the time. Sometimes I have swelling on my face like my lips and near my eyes. I just cant stop sneezing once I start sneezing
allergy,I hace difficulty in breething and shortness of breath. I cough uncontrollably and get itchy eyes and swelling on my face and other body parts
allergy,I have a nasal congestion and blocked nose. Sometimes at night I have chest pain and tightness. I have also lost my sense of smell and taste
allergy,I have asthma like symptoms like wheezing and difficulty breathing. I often get fever and have headaches. I feel tired all the time
allergy,"I feel tired all the time, I have lost my taste and have a really sore throat. I also get feverish and often have muscle aches. Sometimes my whole body just cramps up"
allergy,I have been experiencing a loss of appetite and have difficulty swallowing food. I have been suffering from sore throat and runnny nose also.
allergy,"I feel fatigued all the time, and have a tingling sensation in my throat. I have also developed flaky skin. Sometimes I get puffy eyes and sometimes puffs up too."
allergy,"I have stomach cramps, nausea and diarrhea. My throat is swollen, and I have difficulty breathing. Sometimes at night night I get chest pain and nauseous."
allergy,I have itchy and red skin. Sometimes these result in flaking. My face and lips puff up and causes a lot of inconvinience. I get watery eyes sometimes and headches when the puffing gets severe
allergy,"I often sneeze and have a runny nose. My eyes are scratchy and frequently runny, and I frequently cough. My head hurts constantly."
allergy,"I often sneeze and have a sore throat. My lips and the area around my eyes occasionally swell. Once I start sneezing, I just can't stop."
allergy,"I have trouble breathing and get short of breath. I have a dry, hacking cough, itchy eyes, and swelling all over my face and body."
allergy,I have a plugged nose and nasal congestion. I occasionally have stiffness and chest discomfort at night. I've also lost my ability to taste and smell.
allergy,"I get symptoms of asthma, such as wheezing and breathing problems. I frequently have headaches and fever. All the time, I feel exhausted."
allergy,"I always feel exhausted, have bad taste, and have an extremely scratchy throat. I also have muscular pain and heat. My entire body simply cramps up occasionally."
allergy,"I've been losing my appetite, and I also have trouble swallowing. My nose has been running, and I have a sore throat."
allergy,I'm always worn out and experiencing a tingle in my throat. I've also started to have dry skin. My eyes occasionally swell up
allergy,"I feel queasy, nauseous, and dizzy. I have a swelling throat and am having breathing issues. I occasionally have chest discomfort and nausea at night."
allergy,"My skin is red and scratchy. These can occasionally flake. My cheeks and lips swell, which is really annoying. I occasionally have headaches and runny eyes because to the puffing."
allergy,"I frequently sneeze, and my nose runs. I constantly cough, and my eyes are sore and watery. My head hurts all the time."
allergy,I have a sore throat and frequently sneeze. Sometimes the skin around my eyes and my lips swells. I just can't stop sneezing once I get going.
allergy,"I have respiratory issues and experience breathlessness. My face and torso are swollen, my eyes are itching, and I have a dry, hacking cough."
allergy,"I have nasal congestion and a blocked nose. On occasion, during the night, I have stiffness and chest pain. Additionally, I've lost my senses of taste and smell."
allergy,"I get breathing issues and wheezing, which are asthma symptoms. I regularly have fevers and headaches. I constantly feel worn out."
allergy,"I always feel worn out, have unpleasant taste in my mouth, and have a really itchy throat. My muscles are also hot and hurting. Sometimes my whole body just cramps up."
allergy,"Along with losing my appetite, I've been having swallowing issues. I have a sore throat, and my nose has been running."
allergy,I always feel exhausted and have a tickle in my throat. My skin has also started to feel dry. I occasionally get ocular swelling.
allergy,"I'm dizzy, nauseated, and shaky. I'm having trouble breathing since my throat is swollen. On occasion, throughout the night, my chest hurts and I feel sick."
allergy,"My skin is irritated and inflamed. Sometimes, they can flake. My lips and cheeks expand, and it is really unpleasant. Because of the puffing, I occasionally have headaches and wet eyes."
allergy,"My nose runs and I sneeze a lot. My eyes are wet and hurt, and I cough all the time. My head aches constantly."
allergy,"I sneeze a lot and have a sore throat. My lips and the skin surrounding my eyes will occasionally swell. Once I start, I just can't stop sneezing."
allergy,"I have breathing problems and become out of breath easily. My eyes ache, I have a dry, hacking cough, and my face and body are bloated."
allergy,I have a plugged nose and nasal congestion. I occasionally have stiffness and chest discomfort during the night. I've also lost my ability to smell and taste.
allergy,"I get wheezing and breathing difficulties, which are asthma symptoms. I frequently have headaches and fever. I'm continuously exhausted."
allergy,"I always feel exhausted, have a bad taste in my mouth, and my throat itches a lot. Also heated and painful are my muscles. My entire body can cramp up at times."
allergy,"I've been losing my appetite and having trouble swallowing. My nose has been running, and I have a sore throat."
allergy,I always get a tickle in my throat and feel fatigued. My skin has begun to feel dry as well. I have ocular edema on occasion.
allergy,"I feel queasy, sick, and wobbly. My throat is enlarged and making it difficult for me to breathe. My chest occasionally pains all through the night, and I occasionally feel ill."
allergy,My skin is swollen and itchy. They may occasionally flake. It hurts a lot when my cheeks and lips swell. I occasionally get headaches and watery eyes from the puffing.
allergy,"I sneeze a lot and my nose is running. My eyes ache and are damp, and I frequently croak. My head hurts all the time."
allergy,"I have a sore throat and a lot of sneezing. There are times when the skin around my eyes and my lips swell. I find that once I start, I just cannot stop."
allergy,"I have trouble breathing and easily get out of breath. My face and torso are swollen, my eyes hurt, and I have a dry, hacking cough."
allergy,"I have nasal congestion and a blocked nose. On occasion, during the night, I have stiffness and chest pain. I've also lost my senses of taste and smell."
allergy,"I get breathing issues and wheezing, which are asthma symptoms. I regularly have fevers and headaches. I'm always worn out."
allergy,"I frequently have exhaustion, a terrible taste in my mouth, and throat itchiness. My muscles are also burning and uncomfortable. Sometimes I have cramps all throughout my body."
allergy,"My appetite has decreased, and I've been having swallowing issues. I have a sore throat, and my nose has been running."
allergy,"My throat always tickles, and I'm worn out. Additionally, my skin has started to feel dry. Ocular inflammation occasionally affects me."
allergy,"I'm nauseous, ill, and shaky. I have a huge throat, which makes it tough for me to breathe. I occasionally have nighttime chest aches and occasional sickness."
allergy,"My skin is itching and swollen. Sometimes, they could flake. My lips and cheeks swelling aches a lot. The puffing occasionally gives me headaches and runny eyes."
gastroesophageal reflux disease,I often get aburning sensation in my throat while and especially after eating. Sometimes this also leaves a sour or bitter taste in my mouth and I get nauseos beacuse of this
gastroesophageal reflux disease,"I have heartburn and indigestion. I often vomit whatever I eat and have difficultly swallowing food, beacuse the food gets stuck in my throat. I have a nagging pain in my upper abdomen"
gastroesophageal reflux disease,"I have frequent belching and burping. I have chest pain that often radiates to the back of my neck, jaw and arm. I get a feeling of tightness and pressure on my chest"
gastroesophageal reflux disease,"I have a persistent sour taste in my mouth, even when I haven't eaten anything acidic. I get frequent hiccups and a feeling of lump in my throat."
gastroesophageal reflux disease,"I have a chronic bad breath and a sour taste in my mouth, It sometimes gets difficult to swallow food because of this tingling sensation in my throat"
gastroesophageal reflux disease,"I get frequent heartburn and indigestion, especially eating spicy foods or fatty foods. I get chest pain that gets worse when I lie down or bend over. I also often have chest pain"
gastroesophageal reflux disease,"I have a loss of appetite and difficulty swallowing. I often have this persistent feeling of fullness, even after eating small meals. I usually throw up and get heartburn and a tingling sensation in my throat"
gastroesophageal reflux disease,"I have a sore throat or hoarseness, especially in the morning. I have a chronic nagging pain in my throat and bad breath. I also have frequent belching"
gastroesophageal reflux disease,"I have a feeling of food or acid backing up into my throat. I chest pain which gets worse if I lie down. I get frequent heartburn or indigestion, after eating food and vomit it out"
gastroesophageal reflux disease,I feel uneasiness after eating and usually vomit whatever I've eaten. I always have this pain in my abdomen and have really bad acid reflux
gastroesophageal reflux disease,"My throat frequently feels like it is burning, especially after eating. Additionally, I occasionally get a sour or bitter aftertaste, which causes me to feel queasy."
gastroesophageal reflux disease,"I have indigestion and heartburn. I frequently vomit everything I eat, and I have trouble swallowing food because it gets caught in my throat. My upper abdomen is bothering me."
gastroesophageal reflux disease,"My burping and belching are frequent. I frequently get chest discomfort that spreads to the back of my neck, jaw, and arm. I have pressure and tension in my chest."
gastroesophageal reflux disease,"Even when I don't have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have hiccups and a lump in my throat."
gastroesophageal reflux disease,"I always have foul breath and a sour taste in my mouth, and occasionally, the tingling in my throat makes it difficult to swallow meals."
gastroesophageal reflux disease,"I frequently have heartburn and indigestion, particularly after consuming spicy or fatty foods. When I lie down or stoop over, my chest discomfort worsens. My chest hurts quite a bit too."
gastroesophageal reflux disease,"I don't feel like eating, and swallowing is challenging. Even after eating little meals, I frequently get this lingering sense of fullness. Typically, I have heartburn, nausea, and tingling in my throat."
gastroesophageal reflux disease,"I often wake up with a sore throat or a scratchy voice. My throat hurts constantly, and I also have poor breath. I also frequently burp."
gastroesophageal reflux disease,"I feel as though acid or food is backing up into my throat. My chest hurts, and lying down makes it worse. After eating, I frequently have heartburn or indigestion and throw up."
gastroesophageal reflux disease,"After eating, I get queasy and frequently throw up everything I've eaten. I always get severe abdominal ache and have terrible acid reflux."
gastroesophageal reflux disease,"Especially after eating, my throat regularly feels like it is burning. I also occasionally get a bitter or sour aftertaste, which makes me feel sick."
gastroesophageal reflux disease,"I have heartburn and indigestion. I regularly vomit everything I eat, and food gets stuck in my throat, making it difficult for me to swallow. I have a pain in my upper abdomen."
gastroesophageal reflux disease,"Belching and burping are common in me. I often get chest pain that radiates to the back of my neck, my jaw, and my arm. In my chest, there is pressure and stress."
gastroesophageal reflux disease,"I get a sour taste in my mouth all the time, even when there is nothing acidic in my stomach. I often get the hiccups and have a lump in my throat."
gastroesophageal reflux disease,"I periodically find it challenging to swallow food due to the tingling in my throat, bad breath, and bad taste in my mouth."
gastroesophageal reflux disease," regularly have indigestion and heartburn, especially after eating spicy or fatty foods. My chest pain is worse when I hunch over or lie down. Additionally, my chest hurts a lot."
gastroesophageal reflux disease,"I'm not in the mood to eat, and swallowing is difficult. I often have this lingering feeling of fullness even after little meals. My typical symptoms include heartburn, nausea, and throat tingling."
gastroesophageal reflux disease,I frequently get a scratchy voice or a painful throat when I wake up. I have bad breath and a continual sore throat. I also vomit a lot.
gastroesophageal reflux disease,My throat feels as though food or acid is backing up. Lying down only makes my chest pain more. I regularly have heartburn or indigestion after eating and puke up.
gastroesophageal reflux disease,I often feel sick after eating and puke up the entire meal. I constantly get excruciating acid reflux and severe stomach pain.
gastroesophageal reflux disease,"My throat often feels like it is burning, especially after eating. A bitter or sour aftertaste that I occasionally experience also makes me feel unwell."
gastroesophageal reflux disease,"I have indigestion and heartburn. I frequently vomit everything I eat, and it is hard for me to swallow since food gets caught in my throat. My upper abdomen is in discomfort."
gastroesophageal reflux disease,"My tendency is to belch and burp frequently. I frequently get chest pain that spreads to my arm, jaw, and the back of my neck. There is pressure and stress in my chest."
gastroesophageal reflux disease,"Even when I don't have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have a lump in my throat and the hiccups."
gastroesophageal reflux disease,"Periodically, the tingling in my throat, poor breath, and bad taste in my mouth make it difficult for me to swallow meals."
gastroesophageal reflux disease,"I routinely experience heartburn and indigestion, particularly after consuming spicy or fatty foods. When I lean forward or lie down, my chest discomfort becomes worse. My chest hurts a lot as well."
gastroesophageal reflux disease,"I don't feel like eating, and swallowing is challenging. Even after little meals, I frequently get this lingering sensation of fullness. My normal symptoms include nausea, heartburn, and tingling in my throat."
gastroesophageal reflux disease,"I regularly wake up with a scratchy voice or a sore throat. My throat is constantly irritated, and I have horrible breath. I frequently throw up."
gastroesophageal reflux disease,"It feels like food or acid is backing up in my throat. My chest discomfort only becomes worse while I'm lying down. After eating, I frequently have heartburn or indigestion and throw up."
gastroesophageal reflux disease,"After eating, I frequently feel unwell and throw up the entire meal. I suffer from painful acid reflux and excruciating stomach discomfort all the time."
gastroesophageal reflux disease,"Especially after eating, my throat frequently feels scorching. I occasionally get a bitter or sour aftertaste that makes me feel sick."
gastroesophageal reflux disease,"I have heartburn and indigestion. I regularly throw up everything I eat, and swallowing is difficult for me since food gets stuck in my throat. I'm experiencing pain in my upper abdomen."
gastroesophageal reflux disease,"I have a tendency to burp and belch regularly. I often get chest discomfort that radiates to my arm, jaw, and neck. My chest feels tight and stressed."
gastroesophageal reflux disease,"I always get a sour taste in my mouth, even when I don't have anything acidic in my stomach. I regularly have the hiccups and a knot in my throat."
gastroesophageal reflux disease,"I occasionally have trouble swallowing food because of the tingling in my throat, terrible breath, and bad taste in my mouth."
gastroesophageal reflux disease,"I frequently have indigestion and heartburn, especially after eating spicy or fatty foods. My chest hurts when I lean forward or while I'm lying down. Additionally, my chest hurts a lot."
gastroesophageal reflux disease,I regularly feel sick after eating and puke up the entire meal. I constantly get horrible acid reflux agony and stomach discomfort.
gastroesophageal reflux disease,"My throat often feels like it's on fire, especially after eating. I occasionally get an aftertaste that is sour or bitter and makes me feel nauseous."
peptic ulcer disease,"I have a burning sensation in my upper abdomen, ofetn between or at night. I have heartburn and indigestion and often feel very nauseous"
peptic ulcer disease,I have bloating and a feeling of uneasiness. I have been experiencing weight loss and a loss of appetite. Sometimes I have dark and tarry stools and blood in my vomit
peptic ulcer disease,I have difficulty swallowing food and often get a sensation of the food getting stuck in my throat. I have constant belching and bloating. There is a persitent sour taste in my mouth
peptic ulcer disease,I have been having bloody stools which has resulted in bloos loss and loss of iron. Thiis has caused me anemia and I feel very weak in general
peptic ulcer disease,"I have persistant, gnawing hunger and apetite. Sometimes I get abdominal cramps and spasms. There is bloating and gas after eating which causes me a great deal of uneasiness"
peptic ulcer disease,"I have changes in my bowel movements, such as constipation and diarrhea. I have a loss of appetite and energy and often feel very fatigued"
peptic ulcer disease,I have abdominal pain and it gets only worse if I bend over or lie down. I feel discomfort when I eat certain foods such as spicy or acidic food. Sometimes I get loose stools because of this
peptic ulcer disease,I have difficulty sleeping due to abdominal pain or discomfort. I have a loss of appetite and feel fatigued after going to the bathroom. I feel very tited all the time
peptic ulcer disease,I have a sour acidic taste in my mouth. I have frequent belching and burping. I have a feeling of pressure or fullness in my upper abdomen that last for a few hours
peptic ulcer disease,I have unintended weight loss and difficulty gaining weight. I have pain and discomfort that is relieved by taking antacids. My mouth tastes very bad
peptic ulcer disease,"Occasionally throughout the day or at night, I have burning in my upper abdomen. I get indigestion, heartburn, and frequent bouts of extreme nausea."
peptic ulcer disease,"Bloating and unease are both present in me. I've been losing weight and losing interest in food. I occasionally get tarry, black stools and vomit that contains blood."
peptic ulcer disease,"I have trouble swallowing, and I frequently feel like food is getting stuck in my throat. I feel bloated and belch constantly. I always get a sour taste in my mouth."
peptic ulcer disease,"My bloody stools have caused me to lose iron and bloos, among other things. I now have anaemia from this, and I generally feel quite weak."
peptic ulcer disease,"My hunger and appetite are persistent and ravenous. Periodically, my stomach may cramp and spasm. After eating, I have bloating and gas, which makes me quite uncomfortable."
peptic ulcer disease,"My bowel motions have changed; they've been constipated and diarrhoeal. I lack energy, appetite, and frequently feel really exhausted."
peptic ulcer disease,"I have stomach ache, and bending over or lying down just makes it worse. When I consume certain meals, such as spicy or acidic cuisine, I have discomfort. This sometimes causes me to have loose stools."
peptic ulcer disease,"I have trouble falling or staying asleep because of stomach ache. After using the restroom, I feel drained and lose my appetite. I constantly feel really anxious."
peptic ulcer disease,"My mouth is filled with a sour, acidic flavour. My burping and belching are frequent. For a few hours, I get pressure or fullness in my upper belly."
peptic ulcer disease,I lose weight unintentionally and find it challenging to acquire weight. I use antacids to ease the pain and discomfort I experience. My mouth feels horrible.
peptic ulcer disease,"I occasionally have burning in my upper abdomen throughout the day or at night. I get heartburn, indigestion, and regular episodes of severe nausea."
peptic ulcer disease,"I feel bloated and uneasy at the same time. I've been losing weight, and I no longer like eating. I occasionally get bloody vomit and dark, tarry stools."
peptic ulcer disease,I often feel like food is getting caught in my throat and have problems swallowing. I feel bloated and frequently belch. I constantly have a bitter aftertaste.
peptic ulcer disease,"I've lost a lot of stuff because of my bloody stools, including iron and bloos. Because of this, I now have anaemia and usually feel fairly weak."
peptic ulcer disease,"My appetite and chronic hunger are both ferocious. My stomach may occasionally ache and spasm. I have gas and bloating after eating, which is really painful."
peptic ulcer disease,My bowel movements have become constipated and diarrheal. I often feel quite tired and lack both energy and appetite.
peptic ulcer disease,"Bending down or reclining down only makes my stomach feel more. I have pain after eating some foods, such as hot or acidic food. I occasionally get loose stools as a result of this."
peptic ulcer disease,"Due to a stomach discomfort, I have problems sleeping or staying asleep. I am exhausted after using the bathroom and lose my appetite. I'm quite nervous all the time."
peptic ulcer disease,"A sour, acidic taste is all over my mouth. Belching and burping are common in me. I have pressure or fullness in my upper abdomen for a few hours."
peptic ulcer disease,"I unknowingly lose weight and find it difficult to gain weight. To relieve the pain and discomfort I feel, I take antacids. My mouth hurts so much."
peptic ulcer disease,"On occasion, throughout the day or at night, I have burning in my upper abdomen. I frequently get extreme nauseous episodes, heartburn, and indigestion."
peptic ulcer disease,"I have both bloating and unease. I no longer like eating because I've been losing weight. I sometimes vomit blood and have tarry, black stools."
peptic ulcer disease,I frequently get swallowing issues and the sensation that food is getting stuck in my throat. I regularly belch and feel bloated. My aftertaste is unpleasant all the time.
peptic ulcer disease,"My bloody stools have caused me to lose a lot of things, including iron and bloos. I now have anaemia as a result, and I typically feel rather weak."
peptic ulcer disease,"Both my appetite and ongoing hunger are fierce. There are times when my stomach hurts and cramps. Following a meal, I have very painful gas and bloating."
peptic ulcer disease,Constipated and diarrheal bowel motions have been happening to me. I frequently have a lack of energy and appetite.
peptic ulcer disease,"My stomach only feels worse when I stoop or recline. After eating particular meals, such as spicy or acidic cuisine, I have discomfort. This occasionally causes me to have loose stools."
peptic ulcer disease,"I have a stomach ache that keeps me from falling or staying asleep. After using the restroom, I feel worn out and lose interest in food. I'm constantly pretty anxious."
peptic ulcer disease,"My mouth is filled with an acidic, sour flavour. Burping and belching are frequent in me. For a few hours, my upper abdomen has felt pressured or full."
peptic ulcer disease,I inadvertently lose weight and have a hard time gaining it back. I use antacids to get rid of the pain and discomfort I experience. It aches so much in my mouth.
peptic ulcer disease,"I occasionally have burning in my upper abdomen throughout the day or at night. I regularly get severe heartburn, indigestion, and nausea."
peptic ulcer disease,"I'm feeling both bloated and uneasy. Because I've been losing weight, I no longer like eating. I occasionally get tarry, black stools and blood in my vomit."
peptic ulcer disease,"I regularly have trouble swallowing, and I sometimes feel like food is becoming trapped in my throat. I frequently feel bloated and belch. Every time, I have a bad aftertaste."
peptic ulcer disease,"I've lost a lot of stuff because of my bloody stools, including iron and bloos. As a result, I now have anaemia and generally feel rather weak."
peptic ulcer disease,I have a strong appetite and am constantly hungry. My stomach occasionally aches and cramps. I have really painful gas and bloating after eating.
peptic ulcer disease,I've been experiencing bowel movements that are both constipated and diarrhoeic. I often lack the will to eat and energy.
peptic ulcer disease,"Only when I hunch down or lie down does my stomach hurt more. I have pain after eating certain foods, such as hot or acidic food. I occasionally get loose stools as a result of this."
peptic ulcer disease,I can't get to sleep or remain asleep because I have a stomach pain. I get exhausted after using the bathroom and stop being hungry. I worry a lot of the time.
peptic ulcer disease,"My mouth is filled with a sour, acidic flavour. I have frequent belching and burping. My upper abdomen has felt pressed in or full for the past few hours."
peptic ulcer disease,"I unintentionally lose weight and find it challenging to gain it back. To relieve the pain and discomfort I feel, I take antacids. My mouth hurts so severely right now."
Diabetes,I have increased thirst and frequent urination. I often have a dry mouth and throat. Recently I have been having increased hunger and appetite
Diabetes,I have blurred vision and it only seems to be getting worse. I feel fatigued and tired all the time. I also feel very dizzy and light headed at times
Diabetes,I have a dry mouth and throat. I also have been experiencing an increased appetite and hunger. However I do feel very tired at times
Diabetes,I have slow healing of wounds and cuts. I have this tingling sensation in my hand and numbness in both my hands and feet
Diabetes,I have mood changes and have difficulty concentrating. My mind feels hazy and foggy at times and it gets difficult to do even regular chores
Diabetes,I have a feeling of tremors and muscle twitching. I have decreased sense of smell or taste and I feel fatigued. Sometimes I have a feeling of rapid hearbeat or palipatations
Diabetes,I have rashes and skin irritations especially in the folds of the skin. There is also very slow healing of any cuts and bruises I have on my skin
Diabetes,I have a frequent need to urinate and often have these uncontrollable urges. I feel dizzy and often confused. I have also been loss of visuals
Diabetes,I have difficulty breathing especially during physical activity. I have unusual sweating and flushing. I frequently get yeast infections
Diabetes,I have persistent dry cough. My infections dont seem to be healing and I have palpitations. I also have this problem of sore throat that does seem to go away
Diabetes,"I'm drinking more water and urinating more frequently. My throat and mouth are frequently dry. Recently, my appetite and hunger have both grown."
Diabetes,"My vision is foggy, and it seems to be growing worse. I'm constantly feeling worn out and exhausted. Additionally, I occasionally have severe lightheadedness and dizziness."
Diabetes,My throat and mouth are dry. I've also been feeling more hungry and more hungry. But sometimes I do feel quite exhausted.
Diabetes,I have a sluggish wound and reduced healing rate. My hands and feet are both numb and have this tingling sensation.
Diabetes,"I struggle to focus and have emotional swings. At times, my head seems cloudy and foggy, making it challenging for me to do even simple tasks."
Diabetes,I feel my muscles trembling and shaking. I feel worn out and my senses of taste and smell have diminished. Sometimes I have palpitations or a quick heartbeat.
